date,open,high,low,close,volume
2026-04-23,223000,229500,216000,224500,34525485
2026-04-24,224000,225000,216500,219500,19626666
2026-04-27,220000,226000,218500,224500,22870374
2026-04-28,224000,226000,221500,222000,18444490
2026-04-29,219500,228000,218500,226000,20363756
2026-04-30,229000,230000,220500,220500,22161975
2026-05-04,228000,232500,224000,232500,32920816
2026-05-06,254000,270000,251000,266000,53097996
2026-05-07,272000,277000,260000,271500,41404687
2026-05-08,260000,270000,260000,268500,25875880
2026-05-11,284500,288500,280000,285500,36031094
2026-05-12,290000,291500,266000,279000,41211149
2026-05-13,264000,285500,262000,284000,35540134
2026-05-14,282000,299500,282000,296000,39314752
2026-05-15,291000,296500,266000,270500,38075487
2026-05-18,269500,288500,262000,281000,33555214
2026-05-19,274000,281500,266000,275500,30767569
2026-05-20,278000,282500,263500,276000,35662077
2026-05-21,291000,299500,287000,299500,36168689
2026-05-22,300000,300500,292000,292500,18395274
2026-05-26,298000,302000,297500,299000,23441371
2026-05-27,321500,323000,306000,307000,33916688
2026-05-28,305000,306500,287500,299500,30195334
2026-05-29,309500,319000,305500,317000,37241537
2026-06-01,319500,354500,319500,349000,45052488
2026-06-02,360500,370000,342000,360500,44720282
2026-06-04,349000,366000,348000,351500,34771037
2026-06-05,333500,343000,325000,329000,33725012
2026-06-08,293000,315500,292500,295500,38929682
2026-06-09,310000,324000,300000,322000,30124249
2026-06-10,311000,314500,295250,302500,27050362
2026-06-11,290500,306500,287500,299000,31420307
2026-06-12,326000,339000,320000,322500,31006148
2026-06-15,342500,344500,334000,337000,21500067
2026-06-16,343000,345500,332500,343000,17548685
2026-06-17,332000,348000,331500,346500,18134051
2026-06-18,345000,363000,344500,362500,32764450
2026-06-19,372500,374500,346250,354000,43284898
2026-06-22,343000,363000,342000,353500,24330451
2026-06-23,347500,353000,310000,310000,41266630
2026-06-24,314000,341000,314000,340500,47809959
2026-06-25,359500,362500,352000,358500,36157158
2026-06-26,354000,356500,321500,339500,39735951
2026-06-29,331000,335500,316000,323000,35436521
2026-06-30,323500,343000,321000,334000,29237216
2026-07-01,334500,339000,311500,314500,24968382
2026-07-02,290000,304000,281500,286000,38905074
2026-07-03,288500,313000,283500,309500,31520538
2026-07-06,320000,325000,303000,318000,23872879
2026-07-07,307000,310000,286000,296000,32421032
2026-07-08,285500,300000,273500,277500,33525758
2026-07-09,288500,291500,267500,278000,29703616
2026-07-10,291000,298000,282000,285000,20088811
2026-07-13,285000,292500,253000,254500,31882652
2026-07-14,255000,270000,247000,263000,40086496
2026-07-15,283500,284500,273000,279500,24873414
2026-07-16,264500,265500,252500,255000,27001478
2026-07-20,241000,257500,240000,244000,26804038
2026-07-21,247000,263500,243000,259000,20386896
2026-07-22,276000,276000,260000,260500,22292003
2026-07-23,269000,273000,263000,270000,16011816
2026-07-24,266000,266500,247000,249500,26175580
2026-07-27,257000,258500,246000,254000,23296044
2026-07-28,238500,240000,218500,220000,41639623
2026-07-29,226500,234000,189200,208500,65555523
2026-07-30,214000,226000,202000,207000,46694193
2026-07-31,257000,267000,243000,262500,58478873
2026-08-03,248000,249500,238000,239500,27825493
2026-08-04,244500,244500,228000,240000,29433821
2026-08-05,254000,254500,244000,246000,22577128
2026-08-06,241500,246000,228000,230500,26101823
2026-08-07,235000,239500,229000,231000,20546010
2026-08-10,236000,238500,228500,230000,16327805
2026-08-11,229500,243000,227500,239500,23310969
2026-08-12,243500,260500,241000,255500,27102479
2026-08-13,267500,271000,262500,268000,35530867
2026-08-14,275000,275500,266000,274500,21669476
2026-08-18,283000,288000,265000,268500,24464621
2026-08-19,251500,254500,246500,247500,22788552
2026-08-20,257000,273000,252500,271000,26095919
2026-08-21,267000,285000,266000,281500,27746471
2026-08-24,271500,272000,255000,257000,32451940
2026-08-25,249000,258000,245000,257000,21617407
2026-08-26,256500,266500,255500,261500,19532523
2026-08-27,270000,271000,262500,266000,16829395
2026-08-28,262500,266000,256000,257000,15106746
2026-08-31,249000,254500,246000,254000,7977837
